學號,系所名稱,年級班別,組別,學期-班一般名次,學期-班一般人數,學期-平均成績,學期-鎖定排名,學期-系一般名次,學期-系一般人數,學期-組一般名次,學期-組一般人數,學期-成績是否全到,學期-班名次,學期-班人數,學期-系名次,學期-系人數,學期-組名次,學期-組人數,學年學期,累計-班一般名次,累計-班一般人數,累計-平均成績,累計-鎖定排名,累計-系一般名次,累計-系一般人數,累計-組一般名次,累計-組一般人數,累計-成績是否全到,累計-班名次,累計-班人數,累計-系名次,累計-系人數,累計-組名次,累計-組人數
6dd5633f0119d4a986ee81a93fec46dae06c4cadfdd7362c8b7b6c8e9d16150c,學習與教學研究所碩士班,4年級,,"0  ","5  ",0,全班成績已到鎖定排名,"0  ","5  ",,,成績全到,"0  ","5  ","0  ","5  ",,,1041,"4  ","5  ",89.67,全班成績已到鎖定排名,"4  ","5  ",,,成績全到,"4  ","5  ","4  ","5  ",,
84d7534679dcf964774bcc5ec926e9cb66d12357263d471898e9c552ad6864de,化學工程與材料工程學系,3年級,,"20 ","52 ",77.41,全班成績已到鎖定排名,"20 ","52 ",,,成績全到,"19 ","50 ","19 ","50 ",,,1041,"16 ","52 ",78.88,全班成績已到鎖定排名,"16 ","52 ",,,成績全到,"15 ","50 ","15 ","50 ",,
2d8795d03db8968111a69025278799cc2f824e1427d943fc8fe1065cdbe2a942,化學工程與材料工程學系,3年級,,"45 ","52 ",65.59,全班成績已到鎖定排名,"45 ","52 ",,,成績全到,"43 ","50 ","43 ","50 ",,,1041,"46 ","52 ",67.46,全班成績已到鎖定排名,"46 ","52 ",,,成績全到,"44 ","50 ","44 ","50 ",,
49a78a55ec06214abe262f9dd5d9bd6ad2bdd584263d8a9fd7fd49a6ed2bd9ae,化學工程與材料工程學系,3年級,,"46 ","52 ",63.24,全班成績已到鎖定排名,"46 ","52 ",,,成績全到,"44 ","50 ","44 ","50 ",,,1041,"50 ","52 ",61.63,全班成績已到鎖定排名,"50 ","52 ",,,成績全到,"48 ","50 ","48 ","50 ",,
02071f61d9a2279fb5ea0e77429bdbc63376676294ae9f2915ff23ee034269a9,化學工程與材料工程學系,3年級,,"18 ","52 ",78.11,全班成績已到鎖定排名,"18 ","52 ",,,成績全到,"17 ","50 ","17 ","50 ",,,1041,"37 ","52 ",70.83,全班成績已到鎖定排名,"37 ","52 ",,,成績全到,"36 ","50 ","36 ","50 ",,
c269cec9141909aa0813da03d97fbdaca608448208c126c0ba3f9d1003f3efe8,化學學系碩士班,3年級,,"2  ","12 ",0,全班成績已到鎖定排名,"2  ","12 ",,,成績全到,"2  ","12 ","2  ","12 ",,,1041,"5  ","12 ",82.88,全班成績已到鎖定排名,"5  ","12 ",,,成績全到,"5  ","12 ","5  ","12 ",,
7b5b2e08e299698f04ea503dda14acfb6f64e73d0ceb874a1e9c6ee0122a6d71,機械工程學系,4年級1班,光機電工程組,"25 ","61 ",79.53,全班成績已到鎖定排名,"61 ",172,"25 ","61 ",成績全到,,,,,,,1041,"17 ","61 ",78.73,全班成績已到鎖定排名,"35 ",172,"17 ","61 ",成績全到,,,,,,
ea5720ff6965ec1aa2220c7a8c7a5c8fcb498a020646f494258671fb6de7b603,中國文學系,2年級,,"38 ","47 ",73.19,全班成績已到鎖定排名,"38 ","47 ",,,成績全到,"38 ","47 ","38 ","47 ",,,1041,"24 ","47 ",78.58,全班成績已到鎖定排名,"24 ","47 ",,,成績全到,"24 ","47 ","24 ","47 ",,
8bd352d33d7908faaccdd994adc932229b317db36f7f650bd1b46e1147d2c01f,中國文學系,2年級,,"46 ","47 ",62.81,全班成績已到鎖定排名,"46 ","47 ",,,成績全到,"46 ","47 ","46 ","47 ",,,1041,"45 ","47 ",69.98,全班成績已到鎖定排名,"45 ","47 ",,,成績全到,"45 ","47 ","45 ","47 ",,
24d26d26a15769e21ab382b7ee965c4262982db8012176509731d5b3ed3d4ff4,中國文學系,2年級,,"21 ","47 ",80.24,全班成績已到鎖定排名,"21 ","47 ",,,成績全到,"21 ","47 ","21 ","47 ",,,1041,"22 ","47 ",79.15,全班成績已到鎖定排名,"22 ","47 ",,,成績全到,"22 ","47 ","22 ","47 ",,
