學號,不及格學分數,學年學期,修習學分總數,示警類別
e5de1f7cf9a8d845e49da0d8fa833697836609862919b19f8cf6e1f899598c11,10,1072,18,1/2不及格
cc342f906ab5fb7e6d266a0c7ac7cf73acf518b95213ba14136d3427ce77449d,13,1072,17,1/2不及格
e064914bbaf3719e7823437265111195af96a27225a088019fed0ab0da6e732c,14,1072,17,1/2不及格
3766ca5fcb081bf1f9e656dd8ee61a82a7f5d5b883e6c707f4648cd7eecd4b43,13,1072,17,1/2不及格
9173b2874cdf68c4641592e8af3b1a377d89c64579ca418512209506eba63d33,10,1072,16,1/2不及格
477987299c2dd5e54f4ed4359ceecca0c5df98916d19a855b59715b55e0d27c6,12,1072,17,1/2不及格
1b0eeb3e88f83af6de3d95cdd6c07233533e181c217bad33f9766f63f2787951,13,1072,17,2/3不及格
b9d346de59ca8768643311221b50d2fd7fabf1d5210761f888c858f9513a79fd,"9 ",1072,17,1/2不及格
e3b62ff7593aac6521f702a1d1b3d288d28d14b41c0c02a4dc4bcc1de2bf013d,12,1072,24,1/2不及格但是為特殊身分
60706c0dde684119939edb33b9afc94f4ad7671ea93dfd84fbb8da203ec50024,17,1072,20,1/2不及格
fca500cf9019490dcfa9226cf005b3ca2b56c57ab0b1406192a58bd94eaac03c,12,1072,20,1/2不及格
e641e168e42b6a3fab0047cefb834095af7c421230da99655c7ec76864b7a49c,"9 ",1072,18,1/2不及格
ccacd6889399a9a6ec9c52ddba0e07569c700c526123eaa90bcc122c957741a4,11,1072,19,1/2不及格但是為特殊身分
e0def4e8eb1691a24dc16cf73b760428d6aee93f9acdf61d5bb713c94d424e43,12,1072,16,1/2不及格
730e17ef842d1af3f768a3652f48a9736bea6ae6a6ce4e13ed3f9f88fc09aa77,16,1072,16,1/2不及格
c2faa78dbf3167b25d955c047f6b7df9cb7f7fc474d500e0e56ce0c165711b73,12,1072,20,1/2不及格但是為特殊身分
55f37215ffc0c99e2e8156ce30f02814523fa563f0d521c65ba2445903e7facf,"8 ",1072,"8 ",1/3不及格
d62dc84708f269a63e40b641907971111d551f680d258287ddb216ab72172cc0,10,1072,17,1/2不及格
be146e8989e92790e21042eba721840d2d9ae3cb162f7c88a563a2b333bb7814,12,1072,18,1/2不及格
4a7a998d7867b046e45cb0938d251a3cdc440c5a86b1189c1610a6e83f326548,12,1072,17,1/2不及格
f3d74819b931783f2f91924843c28d706022a110409b09ff0e6ff7329c265ef8,13,1072,24,1/2不及格
38160b94a79d148c77c29035afe3772995cf34a0479ab8fa6e6d78bb072844c5,13,1072,19,1/2不及格
86b017f5c546e965486cb03dade15e948add4b6dca0a98719759e9fdb680593c,12,1072,18,2/3不及格
74afb057e485c518905cf6272d1955372b5ae81c7f55a70039c22de88f6f9b9b,12,1072,21,1/2不及格但是為特殊身分
ea15d65fcae57a1487598a5303d06c16c03b6a5610453cdb2c68e5c552513df9,17,1072,17,1/2不及格
ee5f5d8660ce099a5b7dc72f02dd5ad2e62c0c7bc559a452c6cbda1552c79027,11,1072,16,1/2不及格
2fe66476a4fe4bf35afb19d78163e6a7ae1b224cdcc51513caa1566991e20b63,"9 ",1072,16,1/2不及格
5dab19609494cc8cd09f949c6273870023602371b3dcc5d05a7ee3c6338863fe,16,1072,20,1/2不及格
bd29d6306e186a4b72486e4390e76724d37eee647fc926a4cc6fc109e34caf6d,16,1072,16,1/2不及格
245254d074d9e0d33fca91bdfc1cc8c2d6252392fdd59154c487e780976ff1f3,16,1072,16,1/2不及格
c55cbc7d4871b1197a794939558f062ea50894461463c37ca3e6569c4ccdb932,"9 ",1072,18,1/2不及格
422dca09bbf701d58dfd18aa485c6195194ebfeb3892661a85df144cd25c398a,12,1072,16,2/3不及格
54972508c3859b6f763bdbfac50d908111cb45baa8389df72826aa41e77e4daf,17,1072,20,2/3不及格
35036feb7bd930648c9bb19cd584538762b38999a75adf7192c1668d9b975572,"9 ",1072,16,1/2不及格但是為特殊身分
9e888db85d3d1f2a90a0d9d44c6995e7c868fb17992a9db76954f64c9bd049ed,16,1072,19,1/2不及格
f9002ba9f97a11159c59118195ea6f9978185bcedc1c7a6b8f8a6333dcf241a1,"9 ",1072,16,1/2不及格
94ac663d007f33d7490a1f5234dc97ba5f474694240ea110997963944b7018e4,"9 ",1072,17,1/2不及格
936b833f260fc0d92ea85637a8713a876bc5346b370d0534455d4519b08970c6,"9 ",1072,18,1/2不及格但是為特殊身分
7c05100d6a8f0649edab92f3b0d99099bd7bfcc917cebc7d00b33431ab79752e,"9 ",1072,17,1/2不及格
34452210122393d9f9f82a4472970b5b6564e01619bcacdccb4ee6ec3c03feca,12,1072,17,1/2不及格
30f66f2dba16804b25cb5882ef65aa5d2c09a60c3e7ccae09a98bd78e4a0e068,17,1072,17,1/2不及格
d77f868df6d46d27e14659a076b320ae455f80837cdb16faa6bd470417e195a4,13,1072,23,1/2不及格但是為特殊身分
03657ebbc7effaf5cd2ccb4ae527f8eebdb079ca35cb86c84eb59a6f0c0896aa,13,1072,16,1/2不及格
206d0e0a738a3ae90463cb701562cfcc196bda11047f1bac2001b86e96c1d61e,16,1072,16,1/2不及格
85a01f13981477a4c5d0fe83b263085264bc8834f371d2071fd6a5bc3707e65d,12,1072,19,1/2不及格
0b237832db8ad3340b3aea7a2264b148c853b3d65826566ffbcacf5288d61411,12,1072,17,1/2不及格
c3642e3dc428efb6be6dc8ddf505bba13efbb222d32d84e53800c5a51b4818aa,16,1072,19,2/3不及格
6997ca46de8cc7fca8ea3b7805c7a6407e05c24ab135182f1378295ab2354340,17,1072,21,1/2不及格
1254a64cd35713ef51eb983e66c473d95781558a2dd0c65f048e7650c8d179f5,"9 ",1072,18,1/2不及格
1807347f7ba4c3502e7217555e5311386a1dd2327f2b886e8cc2132f3c6e98db,10,1072,19,1/2不及格但是為特殊身分
19891fb1d7e0ed3be445b1544c1b728e1a2c9767e328cd852cedf7638a114213,"8 ",1072,16,1/2不及格
4f77b6d32c083294dc15ed74b3017daa5663fda0ece5812be0ccabfe76981a77,12,1072,19,1/2不及格
28528d665b42b909f4411f47fa16234a37eadf5de2649c17575f804f58f24912,14,1072,16,1/2不及格
0a34f9e3ef94b5e789fb63e1bb2742fbd46f71c8fd6dcf56d9917bdc8be8dbe1,"9 ",1072,18,1/2不及格
e87a8bc881f25ec768ecff35080b722340bd8f93dbb99e12a548ea1faa88913b,15,1072,19,1/2不及格
79404bd71b72311d62f069ae34fa551a555bec564447983f99e6d8e4d9833f57,18,1072,18,1/2不及格
b0f9ddcae74a2a7a9d2309fa057eb5297afc912791c9a6a797bf4bc37cef668c,14,1072,22,1/2不及格
4f24224ff5f7f60ae369106deba368d1755b6d9fd6da7edf467bf77929d39ae7,13,1072,21,1/2不及格
574b016003079915c267b5bb1e28c4b37999d33aba2b8a151a6a1cd5e598e84a,12,1072,19,1/2不及格
7ead1f5371cfdc82c13d867128ba2e6475021d0c2e184cf85a0007dc3efce777,16,1072,17,1/2不及格
872d004caf43773121e14e3b1156313ae80629326cccaa16c1f67ef3cc3095e0,"2 ",1072,"2 ",1/3不及格
3198366a57768c55fc185e066ba077a215d6dbc14bc32a7d1ebbea849b3e4cc2,12,1021,17,1/2不及格
b5e5349c4f5fafb4a22e78e9918fed8c66bdfbbe7c9ab9cb42a6ceda74cae3c9,10,1021,18,1/2不及格
965951c3a72114357c12b04e4ee8fe6997278d4f71131a11037bf16f55cf44ef,13,1021,17,1/2不及格
be4b4f38e800448a30c9b9264f93750594f451da8e75a2f1fc1cd5193baf32a3,15,1021,18,1/2不及格
287a90cfbc085ef7399c893105c77d1318b907a08ffdcd655450586094533a7f,12,1021,17,1/2不及格
9f431fe42ffa7055f1d0c807e1d5928876d1570d5b14f209c266fdb68c19b4ae,15,1021,26,1/2不及格但是為特殊身分
d6303f751f0e8b90ee3921eb3fc0f8d2ae7c90556fb03428e176723cc3b16e9e,12,1021,19,1/2不及格但是為特殊身分
6e8e026b287d991e8825e0983331fbef7eb4cb810d5a3d1349d361b527033a96,19,1021,19,1/2不及格
79f65bf5d839b5c9d386acbe2d8aee63e111fd18ea49c6ad8b263c59bdf8e015,15,1021,24,1/2不及格
82a3c6468915c5e1e94ab50284c0456060ca80a8ebdbebc3858b33791129d916,15,1021,23,1/2不及格
27f3711f18588b218463ea6c1aa77224ba6379a101ec3a78493a8a89095bfd3d,12,1021,20,1/2不及格
7d756e6b369a62fe758dc408493e425320f9569106de4a0fa3a95ebdfa8b3f11,12,1021,22,1/2不及格
6e82a73404c61c6f40596b2f7541d7721c311185f32f45f2c6d51c9cecc53354,15,1021,26,1/2不及格
438814eccdc5150f97d89a4ab8685c97cfcf4ea4875bcb87174705c91f8a3657,15,1021,26,1/2不及格但是為特殊身分
6fad8e9306563e3edebc67d1f456c68d62f6fa22b0494528be69e4ba9643b21d,"9 ",1021,17,1/2不及格
9f620d5eaba41962ddd598b004ea0ca2e769e6e9b58f4ed62d9358cc93b6d350,21,1021,32,1/2不及格
253c2dea0f7e7edbe9c74d7ce9aefa36be5520eafe364818ecb32d74471dbfab,12,1021,23,1/2不及格
942886a5a6404e7c858572a5d1c2b169095b78d3af0cb3536d6b67096fba6ed4,15,1021,26,1/2不及格
abeb69010a5774b20ae6613e16451fdfef8c1b2cf971ccb2631987738c24f32f,18,1021,23,1/2不及格
3065a90be038ea57048b5d517a3d790906b95ae02a0bc4afe4eb9c418abf5a52,12,1021,24,1/2不及格
a7e4f33001a8409de654a05cd98953bd1c839c482851ff3e905e8b48d4ba467e,14,1021,22,1/2不及格但是為特殊身分
cfd0768249052e3de0ed44ab0392948ecacb884bf436c11d493e50d2ac3d91f6,12,1021,16,1/2不及格
17a41d2ab4bf0cf73e4e549b97e4a433309d2608947b80bf30a409231c05eb39,12,1021,19,1/2不及格
c17654bb5b5e34143943974cd21cb24497b3208345602d755b1625d34f648bf5,20,1021,20,2/3不及格
cf7c1d3ecb3027dadbbb31f22f7539b5d05e2b7867658efcc2cd68f74eab69b4,"9 ",1021,17,1/2不及格
2a1671cf120141d080601a98897134630bb05c2e02de80294ba76382c70c0e7d,"9 ",1021,17,1/2不及格
174faafe0e7806f6ed930158e307184854347f18523cdc061f0d342723b04eeb,10,1021,18,1/2不及格
28bfd6027033c5739382807f7c5b5e5c4c1aac7be4ac7e2f277eec6e5e14bfed,13,1021,24,1/2不及格
f701eaae698d329be73ffb4af3180bd31eabb0ebe0e1ec7b2bcb66fd55cb8d37,12,1021,20,1/2不及格
d7c26910182bcdae532498c823c083a5d453c974fe8a6f2634c6e2b84c27789f,"9 ",1021,18,1/2不及格但是為特殊身分
9b86e4c6e675a64b575cc6ade69be997537bef23cd7251d20c337296c06e3dfc,14,1021,18,1/2不及格
473d6424c0926bdbf933f05d18144a2d7de20b4605f1b72d3ffd460c760dfb58,16,1021,19,1/2不及格
8beecd1258afc2161522461f52be6464dae08fbfb21c3af78358a5b8414df0ea,"9 ",1021,18,1/2不及格
3f92dae0b3288c59cb0c0b6fe0d3ea844c94fe8bba90808744375fbe5f75ba1a,"8 ",1021,16,1/2不及格但是為特殊身分
9dd44fa63bfd0d57baa9c5e7c2c1a0226128c6c59b856a0f3daea06124670087,11,1021,19,1/2不及格
17e75d40034773a6427f3306e7784ca0d3dc6f249178f4e2b4f73f634d48c424,10,1021,19,1/2不及格
5504a683b5578721e18cfe4d69dd5271a499f98b9539900ff71e7bfae5fac319,26,1021,28,1/2不及格
08ab64ce07b145fb180d8ce5129feb5e9213f107dd2e343f5cdf91db243f3513,12,1021,17,1/2不及格
226cbfcb93f33e5b186585158fa456046703529e6cf6b21087f8d7ba2ccaca1a,10,1021,19,1/2不及格
a95fdd2b3b8c9ccad08bde087ef0e598a2ca5df30766c3569f150f62daae951e,12,1021,16,1/2不及格
a0f92e52363242b0e3c77656a860f9dd3a88b76744d2165a7c752891594f7923,10,1021,19,1/2不及格
82a8f8376dfb3d0b26591a4b590a66eaa75d5cae4fc8f42a760ae32956c789e4,10,1021,20,1/2不及格
a3822767185096060c90f90b3b3ac4bc74ed0d630a3ded871fd8186f42d44ee9,"9 ",1021,18,1/2不及格
a4267172b1f36012e17495ddf978b706773c9d98a5c6d742a10c0ab475edde01,12,1021,24,1/2不及格
639b13dfbe88971abfd3374c6ef5071afce6617d0cb02bdcda9eb3ade21151bc,11,1021,18,1/2不及格
6031884417bf2fa86f2905f6c3b53f0beb174ef23affe9deda368e99217acbf1,11,1021,18,1/2不及格
2340e6d9033604ffd3ca877b770ff0ba01a3c320d89452191c9fbb2c1ec5d8ca,14,1021,18,1/2不及格
cdd759492acbbe5cc5d8f7dcffd4331cf63e02277b4e7f8005313c92ef4b3349,"9 ",1021,18,1/2不及格
4a54f5e3c12a3921a953e39c2d4b8d1d6b2d657779a23a14d59da064c5aee132,12,1021,18,1/2不及格
3e5e3ad8b2e740fe3c564f41006eede00bb82d9d962469a7594c386a56cb2bf2,"9 ",1021,17,1/2不及格
e0ee066408c93d6cd4dec708c082db8bf5dd3b7dbdfe22f549215e4177041424,12,1021,19,1/2不及格
e5fb387ef0d905cb9526b38d1d7deba10f2346d4d1b6050aab1601b57b8431ff,10,1021,17,1/2不及格
e870add352d36c70069825737873bd9ce17ff4467fc2e6716004b6407318c435,15,1021,20,1/2不及格
a138a3d3ecbe15160ea9a117aa50174a9ac1efd86ffa64166830f110def64ecf,11,1021,19,1/2不及格但是為特殊身分
5388e8ea155a7e59cce95652d6abfbe2b1dea1d4a7308fb3dbff356f25c74f7b,10,1021,17,1/2不及格
d56396c9663fe4a48957093ab59a3f041affababf8f43bedfecb6f147422735e,"9 ",1021,18,1/2不及格但是為特殊身分
060107d22abefd745e22d328cca4345e3346540b54774c51ce18751dc00f0b52,"9 ",1021,17,1/2不及格
2954932b7b7b90a9fdfb39ee021f0c7b57b5a9a991b68a1477d500ed3b66328a,17,1021,24,1/2不及格
72b45192143a1171af61e4339e2dbe26ab1d6a2fb19e6b25da51def6418330f7,14,1021,18,2/3不及格
535807a92e1636dc9bbb09a657fcec961a4e24c325b8111612987e85c55e9fee,11,1021,21,1/2不及格
04be0b9fd2caef6ff67ccf8e6251057c94341edfb99279bcecba2c3115e0f753,12,1021,19,1/2不及格但是為特殊身分
7670cd2833ed87948212192c96b96ec51c791801c30a99dbdf0ab3179b0ee04e,12,1021,17,1/2不及格
dfd7a20d30b88de1263aaaa8858dcfd8eb5c791cdfbba0b76cecb23c3cca8d72,"9 ",1021,17,1/2不及格
d04a4c0d7b92a245b5b599fe470eb7fcba6b2b968b292ed0940d8cb40c1b4a29,"9 ",1021,18,1/2不及格
62b8c3a820891c319679dd755616b5bc05a547c0156648db3d8eeb96b1887e35,14,1021,21,1/2不及格
14313308322d01a41d88400a258a7c99a1c6d8501badae50253a9d956bc2a4cb,11,1021,22,1/2不及格
06b94673c693a7900e6c50c75a45fd2a0727e192c740f2ee58e039e2ca94bc60,12,1021,17,1/2不及格
964e87010da04c61e6346e14b352f7f77749eb55586a4759ba190b8b543114f6,"9 ",1021,18,1/2不及格
d6f77739fae44baa3df985f5c3f6eaad2d72b100cce0785fd2bc8dc1c8f2c388,11,1021,16,1/2不及格
8a227c830386a20cfa2370826f0b17e55478385af634e883ac8c2ab0d721c75a,12,1021,23,1/2不及格
14db1785e3537aff5fafa9562c13c400c047d64442b0e8f590f9fe51e160cc0d,"9 ",1021,17,1/2不及格
4ff411f0af083ba8d1ee683f9cd3e0bdbae21f950f572ef711f32e6709d30bb2,"9 ",1021,17,1/2不及格
3df8754d29bb08c8ccda6ce46e4e66c7bdc8cb123fa746297d64dfe7f0aeb211,12,1021,17,1/2不及格
09f161cad044d47965c60e53f9aac2e1eedfc61531f956e51108de41929832ad,11,1021,16,1/2不及格
39f1064e34af0067d1d5d50fc68c2eca049b63e685f76d3a458cc5d51187c116,12,1021,17,1/2不及格
75ccfcc2665d727fcef11ac793c61ce3bbd5c6be48128443546a6461d62ff1f9,12,1021,17,1/2不及格
3856a03d019d9cedb5a977d9d5ca70f85444161ab541a088c700cdd70bd9df73,12,1021,19,1/2不及格
2433bf91542c71f01f61eafcdbc94ccf6793c51eecbb998a47400d3e6a221e39,11,1021,17,1/2不及格
62e02d041bde22962a70664e16b8c64d33f7f8b7f3efcf693fa4c23e24aaef7b,15,1021,27,1/2不及格
b929b1bcb33370d48af4f0d79799685dcaf10be8c9ceccdd6da97a8f95fb9a10,11,1021,18,1/2不及格
f6f0740e990338ef6dd8b1514ffc78905ac49a73e46984422576d096edd89efa,12,1021,17,2/3不及格
969b197e0aaa5a7f11721c7d7352354ca1f4e152453cf90186404f57413e1807,17,1021,22,1/2不及格
22aa14a7c7eee96bba3ec98c418c9b829c716d6f455786abfad490a9416a30a9,12,1021,17,1/2不及格
722508c96c53814666c777fbd34223d2ef6deee5ca8c4f95e9abdae387f4f12d,"9 ",1021,16,1/2不及格但是為特殊身分
4881665fa4cca63ec4deae7866a2baa6845e4d998840d51221fb7d0fc6a3b71c,21,1021,26,1/2不及格
535c14b640e1f64b3c544d97baa7eeacd6fc45a83230356bd95cbb79346c8bec,12,1021,20,1/2不及格
4d80db282ce11d194fa9aa0719a8ae3346dbda5e649db155f47217941d2bb3a1,11,1021,22,1/2不及格
02630376d1cebf25c8a5f836e6246fdc0125b001d33c6be54c46d968fce70655,"9 ",1021,18,1/2不及格
8644dd977bceed6b10ad10a4600b11bc780241c9a344c6fb96a66a8f24831a16,12,1021,19,1/2不及格
52e719f90cd1bac20a1f74fca356bd2e4d9e25e9b4bc5988d901febd426082ee,"9 ",1021,16,1/2不及格
4a5e9a243c442d7c673314ac09257d539c4d62c52e7a60fc70d82238c0a3bd02,12,1021,20,1/2不及格但是為特殊身分
0dba5aa33ca90398b1379efdccaee36c67a16b452fc8d09ba399b818a4ec8df8,12,1021,22,1/2不及格
423a165daa614d3051f2558b56f74c24e9d54af01d040b6c6ebc0c07e05f920f,12,1021,21,1/2不及格
4430bb15216ad4348c2db363e6eec27b3a57adb24e03039358801a08b0a7cf29,"9 ",1021,18,1/2不及格
b910a8a65aa953ef22a18d71040e499ca685d9ddb711063400f2eff8d4c22afb,11,1021,20,1/2不及格
077f2320a85a1659d3ceb86cfd9d55b4b3dc3fc87faebe03072a04f7cadbaebd,15,1021,21,2/3不及格
06de6e921250da676fa669e32de671e4c343fb02bf3209e5745f184c11a89438,15,1021,17,1/2不及格
efc88002ac722646487b895236f10ba83f58cd1f50c536cada2fc927988c56f5,12,1021,18,1/2不及格
b170c2b3e0ffd047feecfcae308b44f748665b30219a28fb69491ed2c3c25fc9,13,1021,17,1/2不及格
dc3a0355e95f4640e0b68cb430e259787c86f7e2456d2efbea422e36e20897be,11,1021,17,1/2不及格
86fbbc36f811ae0ade1660c42c48a7f49ea7d8332e4e525e0cefa93186347ecd,13,1021,19,1/2不及格
e53580f551fa1e96903daedbbcfa2d3f77a4b76c360198374894fe9b4d9498b5,"9 ",1021,17,1/2不及格
779171ef37017d8506f8f0e8b9aca137293cccfa620748c9574fb3ad14c20422,17,1021,27,1/2不及格
6bb5d123d8d0cf8f537736d60dda8fdc994fb5084e3cfef80531686832be02a8,10,1021,19,1/2不及格
ffaebbdb2dce161806814388c3d166ad7360509ab5f3cfdb197e933440cfa34d,13,1021,23,1/2不及格
3620a62e475e8bfe5d389dad54c3fa30d386139569664f61ce6459dfcd966eb4,13,1021,22,1/2不及格但是為特殊身分
431b3db0f54f6fb5b9a80d43675261ffd6838510e22ec01a93c7c0515a65052b,"9 ",1021,18,1/2不及格
4912d5c30798913c7042156538d4fac3350923242d2f5ce210d941d115bffa0c,13,1021,20,1/2不及格
7550614691618594b08ec147a93fef7c2cbf11033fc80040125d5df0efbffb17,10,1021,16,1/2不及格但是為特殊身分
e428dcd5a18ecb43379a4980a0577ff07a96022eab035c1ff602d47b3b700c98,13,1021,21,1/2不及格
3f2f6aa1e2dd67b27cf2e91c6d11565ccdecf0a57f3e77273e926b87d569abc0,12,1021,20,1/2不及格但是為特殊身分
ca72640e356f6da65ffa7573a2d62f84b38e4c3d2ade4357bb6571ad82ecbcf9,12,1021,18,2/3不及格
0ec2cd3820cf35117608979f8b61fe82471c64616c22432c2cc91d1e59ac59f6,15,1021,21,1/2不及格
5b9ac1221c5d8ed153d258fbd30ee62741df66567ee881239b4552d0c4c3d718,10,1021,18,1/2不及格
d6d573ffb3d2edae92c0712c64e2134effceeb3d6b21da8ed2f389d7b0eca322,13,1021,21,1/2不及格
a7349849fc8e52a91ad6e7c287bbb6af8fb5d2bf1bb03aa23a0ee40be61fb14a,12,1021,24,1/2不及格
2adec24ae34374b20d005e64f3ba0afcc5d9ee5f80c2c27bef812fee7fd61b51,11,1021,22,1/2不及格
e8d944a96fe447f39c986c0a5313ec7045aea4d563bf036ab952752805cc33cb,"9 ",1021,18,1/2不及格
928e4ac6e0098f0e1e8cccff96dcc6715f449486efcbcaf20943f6e50e590d15,10,1021,20,1/2不及格
1ad6798487c374329448e960722a1c57e20a94ffadb62b20f8dc024c28f392e6,12,1021,18,1/2不及格
fbee176fbf7d1257cd0f7c87796869a5121c6567694ae9e5129da1a4e99ecdb3,12,1021,20,1/2不及格
538050139550b24f6f70fb0598cd2a1e2dc1080c486a61b9aaa82a6b7a2eacd9,12,1021,24,1/2不及格但是為特殊身分
de52bfe8f90b1163f3687bc4e0eded26f96d9a4006f03406c55140e3fd3159df,22,1021,22,2/3不及格
f59cf5ce03d7679bc63bbb067c31d7af26158e00e78c79ffb685fcf08d1948ef,17,1021,26,1/2不及格
e59314313434906a8b5285be3b2110e7484f8fd9ff4b35293397302ff74bcf98,14,1021,23,1/2不及格但是為特殊身分
c409a9393616e4b0cb413313d0b423aba1583c094bc2c6b2d45b3395d250020e,"9 ",1021,18,1/2不及格
43bbf73e7fbf25b8b29fac3d868d004a1b7bd51fee2333c1864cc361eb4f1c97,15,1021,23,1/2不及格
ef443870a9d1d4f819e135dc045452e1c66933fa3e323886ee39baed4ea0e788,14,1021,23,1/2不及格
6e1e5141a2d6bd6b18bcfe079aa07bc26df9ae8fb32ec32f6eca324262d9d5a4,12,1021,23,1/2不及格
6ab3cc058108939f44de9330359b849ddc72b4eacef80aaae1cec89ad5b3c605,21,1021,23,1/2不及格
f3fdc3201de9669c780c60ddb34714e8ecdec0d3ecd2ba81eb6eb01c0e2bdaaa,16,1021,23,1/2不及格
ef8ca380e5278b126a0f78d80b437ee390dbca3ec477d25e4e3a1b4affd735d2,10,1021,18,1/2不及格但是為特殊身分
19d9dbc7c51eae498e6be2c817ec3259094fd2e4717b1edb986d388d29740d5a,14,1021,18,1/2不及格
a2c440328945992de2f01366eafd6bf7d4650e74c1b5e7811ce938374a3039b6,11,1021,21,1/2不及格
5e4158a37fa65e8aedb66bcec9d29f43546dd1ea3e4fe568de6a027db13a7b6e,18,1021,24,1/2不及格
e38f7088d447c7c10a4b92d33140a7d0d9f7572c1813e6e8c8e1d05febd3ddf5,12,1021,21,1/2不及格
2b3c415222144b05a42de3b2e24b274b7b31105a8d4ab8cf43243a6303c226f8,"3 ",1021,"3 ",1/3不及格
7d4eea61cd1c9be23ba7a767e445221d96172a38095c9dbfa90aa62df662cc47,"2 ",1021,"2 ",1/3不及格
8da24c62ccb11aaec9ddbc4f2a029b1d3be84f911a65a885f94833d19a24248c,"1 ",1021,"1 ",1/3不及格
0611040ccadca8cb190130cb6ec843894f4ce1ca8c54b01920f7282d2010ec8a,"6 ",1021,"6 ",1/3不及格
2d05d716fc36c802bb918580ce569dc00a6f809fa6c88fe13a723bf4cfcd4bae,"6 ",1021,"6 ",1/3不及格
d0104cdbe424e04048b929db58ffcd2bdcad1bd6fd3c125d40e9f797e1225f56,"4 ",1021,"4 ",1/3不及格
495bfd5d1c292cadff85522754e2cfbca0f0c980a84fd0de091f8b2865cb6136,12,1021,12,1/2不及格
3d416a07cc66e210818c4e40855b488b9214b9b035ca5c18ffdded14ca55ee77,"2 ",1021,"2 ",1/3不及格
1e2a44fe225a59613e37c3a094be624256f313f0f967d857ffa1e61e79f11c29,"3 ",1021,"3 ",1/3不及格
7c93373f5dd3531c8ac03e4aa290c1db81406f3d2d8f6301eb5b39406eb73bfc,"6 ",1021,"8 ",1/3不及格
fb0525a6e9d3d1b4faab2c8be26bc45ff623c0b17a6aa1e5356af243a0900779,"2 ",1021,"2 ",1/3不及格
ee95fa65e8c7da3686f02bfda562f99c00934eb5c0ffa7f3f8652530a058f1eb,"4 ",1021,"6 ",1/3不及格
22a39aa394fdf593e62bd27f522324caa3300135ae75b7836c588da5929ef566,13,1021,19,1/2不及格
fc0aa5b68d61bffce86a1fe2f778d81b451cb9d5753779e510a4cbbb37f8a846,"3 ",1021,"3 ",1/3不及格
72fc4971e577453718b6012ddee3f9b384d2fa1803d645c03b80704c7ba89464,"2 ",1021,"2 ",1/3不及格
0e6704a00cb644302f0c330333a8169c2264268ef0d1cc5931dfa6ba2c967da3,"2 ",1021,"2 ",1/3不及格
bbe5312663e58e1e5fc73fc57460e30f752bfa8c1a0e28d6ca7c16e1d35ea2ce,"3 ",1021,"3 ",1/3不及格
e1fb24b36a75ab8859a84a5f68bd548041df64bd6e44c02f6f9b796b881f0548,12,1021,21,1/2不及格
77a34b6ddafa1d57be251cb57e0a1460116d14b9140faf40b721e92a2e93900b,"6 ",1021,"7 ",1/3不及格
214453ca144bfd94ef180bae9f7d6ffd647aa739da1522cb42ae55c9af6871ed,"3 ",1021,"3 ",1/3不及格
3ec6aa65bb227e04e88ec24cddc5956463accd3debafe40b44c90f648a2fceda,"3 ",1021,"3 ",1/3不及格
b02309e47ea8b64a883fd8d85f5ca99e8df2ffff66f03998835e5fe78f9d3e50,"2 ",1021,"2 ",1/3不及格
e8dce347d420306a5b1f884223f35ab1ce270cd3d26ac00a8f94c1128694d309,"3 ",1021,"3 ",1/3不及格
c41cac976cc7ddafb810686e9f42d3f9462756c311237e4257e087a08b8f8069,"6 ",1021,"6 ",1/3不及格
e403097102cea4f20c6ea2cc74808448ef4b2a96fb68c85beafe17472fbefa22,"3 ",1021,"3 ",1/3不及格
69ea115453c7d3e9a467ea30a1f21d90b57eeecaad78747f493047764bed7812,"2 ",1021,"2 ",1/3不及格
fc431803ee9d4c9253d0aae86bae77242a14e5c29741e29fdc9a6e5f5eebc344,"6 ",1021,"9 ",1/3不及格
2196ffd23ee078cdec58454ae9f1ec663c4bb5db42012a4e80948872c9508c3c,"2 ",1021,"2 ",1/3不及格
a3dab62a9b17fb9c862269adecd67ddb67cee88a057ca3ff0fcccbca5b18fed6,"3 ",1021,"3 ",1/3不及格
856d6ee0f32b7207ae97ec86cdcd08eb62d2bda84abffce92ec24ba92e56790c,"2 ",1021,"2 ",1/3不及格
9840dde21c146b287583bb72470b3bd07b64e675a2b91c1efd5bd53db96ff55d,"6 ",1021,12,1/2不及格但是為特殊身分
901b95db47b8ac70bbab32f6ead7e25deda4187e12d2f964500d526c565893c5,"2 ",1021,"2 ",1/3不及格
e7f4ceca20cfb693360e61ac6b47892e3bc2ad6d821f83afeb56cb98ffe3004c,"3 ",1021,"3 ",1/3不及格
bb17d80620722721cdaf43c7de64a883d2442e537b716e49df22aa056b66d430,"3 ",1021,"3 ",1/3不及格
a0645792d3bbc48074be7659c6282f078fa3d623cd303c4319d52b1cd00914ae,"2 ",1021,"2 ",1/3不及格
0234c0f3c2da7dbf68048e69cc811f96d8a15567d05627cea885be6cd5a0ec7e,"2 ",1021,"2 ",1/3不及格
ad4b5aaf1f6771b689eb1a839f80470b82c45c98019aa65cdb59f62d2ecb2e94,"2 ",1021,"2 ",1/3不及格
523bd6c1e1673dbe2a4367b4be5b490d222bb61576d68b425828e1c4e9e91735,"6 ",1021,"9 ",1/3不及格
68d64fc89f9ff68f8c7b8001ef42ad5d3e43c0a741993fc61c2cc9ec862d6451,"2 ",1021,"2 ",1/3不及格
