學號,系所名稱,年級班別,組別,學期-班一般名次,學期-班一般人數,學期-平均成績,學期-鎖定排名,學期-系一般名次,學期-系一般人數,學期-組一般名次,學期-組一般人數,學期-成績是否全到,學期-班名次,學期-班人數,學期-系名次,學期-系人數,學期-組名次,學期-組人數,學年學期,累計-班一般名次,累計-班一般人數,累計-平均成績,累計-鎖定排名,累計-系一般名次,累計-系一般人數,累計-組一般名次,累計-組一般人數,累計-成績是否全到,累計-班名次,累計-班人數,累計-系名次,累計-系人數,累計-組名次,累計-組人數
51e4c3fd97a998cc911d3a873c56ec0866369b77e0399874447e5c1880ac1343,生醫科學與工程學系系統生物與生物資訊博士班,6年級,,"1  ","3  ",90.00,全班成績已到鎖定排名,"1  ","3  ",,,成績全到,"1  ","3  ","1  ","3  ",,,1062,"2  ","3  ",87.71,全班成績已到鎖定排名,"2  ","3  ",,,成績全到,"2  ","3  ","2  ","3  ",,
756f7efd5db530d6870fd0433fe2c3a95b1abcb3cee300e43be09ec617923090,化學工程與材料工程學系,4年級,,"4  ","55 ",89.67,全班成績已到鎖定排名,"4  ","55 ",,,成績全到,"3  ","52 ","3  ","52 ",,,1062,"18 ","55 ",81.77,全班成績已到鎖定排名,"18 ","55 ",,,成績全到,"16 ","52 ","16 ","52 ",,
cdd815a01329e01729c9a84adb36cb4a29e656c2df74926e9de8d0b7cf3fdbf9,天文研究所碩士班,4年級,,"0  ","1  ",0,全班成績已到鎖定排名,"0  ","1  ",,,成績全到,"0  ","1  ","0  ","1  ",,,1062,"1  ","1  ",77.93,全班成績已到鎖定排名,"1  ","1  ",,,成績全到,"1  ","1  ","1  ","1  ",,
aa4da14d1ae6247f6c99b7264246b3f5ff5dd41fd1c2c17043dc4013b9fd7dbd,中國文學系,4年級,,"13 ","53 ",86.20,全班成績已到鎖定排名,"13 ","53 ",,,成績全到,"13 ","50 ","13 ","50 ",,,1062,"31 ","53 ",78.79,全班成績已到鎖定排名,"31 ","53 ",,,成績全到,"29 ","50 ","29 ","50 ",,
66f7112ac67934cdd36190ba4bccaec71762dbb022757eec49f1e2a371665edb,中國文學系,4年級,,"21 ","53 ",83.56,全班成績已到鎖定排名,"21 ","53 ",,,成績全到,"20 ","50 ","20 ","50 ",,,1062,"29 ","53 ",79.91,全班成績已到鎖定排名,"29 ","53 ",,,成績全到,"27 ","50 ","27 ","50 ",,
aabbdb3fb81b1ad66b36913d93ca61e58ccf1013ab8925054e15ae84fd03a8cc,中國文學系,4年級,,"27 ","53 ",82.50,全班成績已到鎖定排名,"27 ","53 ",,,成績全到,"25 ","50 ","25 ","50 ",,,1062,"46 ","53 ",74.21,全班成績已到鎖定排名,"46 ","53 ",,,成績全到,"44 ","50 ","44 ","50 ",,
f11d67a81e23a24bcf5c2e16130b3de5b99574443a557467c8db34c5781de9af,中國文學系,4年級,,"39 ","53 ",74.75,全班成績已到鎖定排名,"39 ","53 ",,,成績全到,"37 ","50 ","37 ","50 ",,,1062,"42 ","53 ",75.68,全班成績已到鎖定排名,"42 ","53 ",,,成績全到,"40 ","50 ","40 ","50 ",,
6e72b5972be7583c35a61a0ac9877cedb03739ae53df75a57f76efa430784970,中國文學系,4年級,,"40 ","53 ",74.62,全班成績已到鎖定排名,"40 ","53 ",,,成績全到,"38 ","50 ","38 ","50 ",,,1062,"49 ","53 ",72.44,全班成績已到鎖定排名,"49 ","53 ",,,成績全到,"47 ","50 ","47 ","50 ",,
ae3ce088dd0d513bfaba86a082911beee218edc63b1248420f05f3a5d85ac606,物理學系博士班,4年級,,"3  ","8  ",0,全班成績已到鎖定排名,"3  ","8  ",,,成績全到,"3  ","8  ","3  ","8  ",,,1062,"3  ","8  ",85.30,全班成績已到鎖定排名,"3  ","8  ",,,成績全到,"3  ","8  ","3  ","8  ",,
6bbae0a6000b823939fa9346c65389aa3d81539faa7982f48a0665fd8c11faa3,資訊管理學系博士班,5年級,,"1  ","1  ",98.00,全班成績已到鎖定排名,"1  ","1  ",,,成績全到,"1  ","1  ","1  ","1  ",,,1062,"1  ","1  ",89.64,全班成績已到鎖定排名,"1  ","1  ",,,成績全到,"1  ","1  ","1  ","1  ",,
0ef23bea19c9b9f2a0168c847e08bcadabebaa6aa2bc4bef548a31352af5bb3f,通訊工程學系,4年級,,"16 ","62 ",85.00,全班成績已到鎖定排名,"16 ","62 ",,,成績全到,"15 ","58 ","15 ","58 ",,,1062,"24 ","62 ",79.10,全班成績已到鎖定排名,"24 ","62 ",,,成績全到,"23 ","58 ","23 ","58 ",,
a31f5873cc4bdc93ec562249844d6a49fc76bc34f45dcf3f291d94e8e7b9f6bc,通訊工程學系,4年級,,"51 ","62 ",60.00,全班成績已到鎖定排名,"51 ","62 ",,,成績全到,"48 ","58 ","48 ","58 ",,,1062,"49 ","62 ",67.31,全班成績已到鎖定排名,"49 ","62 ",,,成績全到,"47 ","58 ","47 ","58 ",,
02b549714d0ac890bbc945ee22860eb9255ab0933520c1042161b37228e3e014,中國文學系碩士班,4年級,,"0  ","10 ",0,全班成績已到鎖定排名,"0  ","10 ",,,成績全到,"0  ","10 ","0  ","10 ",,,1062,"5  ","10 ",87.89,全班成績已到鎖定排名,"5  ","10 ",,,成績全到,"5  ","10 ","5  ","10 ",,
d0adc49791591fcaefa709d8d5d9282847df6d83acfe6c4acb618d680b7d65bb,機械工程學系碩士在職專班,5年級,,"0  ","4  ",0,全班成績已到鎖定排名,"0  ","4  ",,,成績全到,"0  ","4  ","0  ","4  ",,,1062,"1  ","4  ",89.31,全班成績已到鎖定排名,"1  ","4  ",,,成績全到,"1  ","4  ","1  ","4  ",,
9e1f4c629f5354906a8ec3e2d18b67b1f0e9c1313a549cfd605faf9782e32d3b,機械工程學系碩士在職專班,5年級,,"0  ","4  ",0,全班成績已到鎖定排名,"0  ","4  ",,,成績全到,"0  ","4  ","0  ","4  ",,,1062,"4  ","4  ",79.17,全班成績已到鎖定排名,"4  ","4  ",,,成績全到,"4  ","4  ","4  ","4  ",,
d69b3af8575781f54790664ff59ddd63f1c0975a65bba76a57ac032117c3c1de,化學學系博士班,3年級,,"2  ","4  ",83.00,全班成績已到鎖定排名,"2  ","4  ",,,成績全到,"2  ","4  ","2  ","4  ",,,1062,"1  ","4  ",87.60,全班成績已到鎖定排名,"1  ","4  ",,,成績全到,"1  ","4  ","1  ","4  ",,
64465f5e837ee79858c6bac4bea7a87f68ad9618a8a5e58073132960db0a873a,環境工程研究所碩士在職專班,4年級,,"0  ","9  ",0,全班成績已到鎖定排名,"0  ","9  ",,,成績全到,"0  ","9  ","0  ","9  ",,,1062,"6  ","9  ",86.00,全班成績已到鎖定排名,"6  ","9  ",,,成績全到,"6  ","9  ","6  ","9  ",,
b4e65472e389a05ceee2b48f71e80bd2f2adbb6eb101c0a48925275acf5a088d,生命科學系,4年級,,"32 ","42 ",66.25,全班成績已到鎖定排名,"32 ","42 ",,,成績全到,"32 ","42 ","32 ","42 ",,,1062,"26 ","42 ",74.10,全班成績已到鎖定排名,"26 ","42 ",,,成績全到,"26 ","42 ","26 ","42 ",,
ca72640e356f6da65ffa7573a2d62f84b38e4c3d2ade4357bb6571ad82ecbcf9,光電科學與工程學系,4年級,,"47 ","48 ",57.00,全班成績已到鎖定排名,"47 ","48 ",,,成績全到,"43 ","43 ","43 ","43 ",,,1062,"44 ","48 ",60.74,全班成績已到鎖定排名,"44 ","48 ",,,成績全到,"40 ","43 ","40 ","43 ",,
f24bd74a58c08277fb335fc31803bf96c86e545c475fedefbe3f3fe6480b30b3,光電科學與工程學系,4年級,,"2  ","48 ",93.29,全班成績已到鎖定排名,"2  ","48 ",,,成績全到,,,,,,,1062,"12 ","48 ",80.56,全班成績已到鎖定排名,"12 ","48 ",,,成績全到,,,,,,
a2c440328945992de2f01366eafd6bf7d4650e74c1b5e7811ce938374a3039b6,資訊工程學系,4年級1班,,"52 ","60 ",68.50,全班成績已到鎖定排名,102,117,,,成績全到,"47 ","55 ","96 ",110,,,1062,"52 ","60 ",69.90,全班成績已到鎖定排名,105,117,,,成績全到,"48 ","55 ",100,110,,
a3fdccde1a6d16c11a202ad507ebacd70682db1c1fa2821f6164150762450114,土木工程學系,4年級1班,,"51 ","52 ",0,全班成績已到鎖定排名,"90 ","93 ",,,成績全到,,,,,,,1062,"48 ","52 ",63.13,全班成績已到鎖定排名,"85 ","93 ",,,成績全到,,,,,,
6b7dcca0d515e7fe1b823fa6ca18709e277e513b281e258ff9c3b6a4c2679087,資訊工程學系,4年級1班,,"46 ","60 ",75.00,全班成績已到鎖定排名,"88 ",117,,,成績全到,,,,,,,1062,"54 ","60 ",68.32,全班成績已到鎖定排名,109,117,,,成績全到,,,,,,
b74c37f73ffd3f731d476fd6b46e2b29d4295349908c91313443859c2804e906,哲學研究所碩士在職專班,4年級,,"0  ","6  ",0,全班成績已到鎖定排名,"0  ","6  ",,,成績全到,"0  ","6  ","0  ","6  ",,,1062,"4  ","6  ",86.50,全班成績已到鎖定排名,"4  ","6  ",,,成績全到,"4  ","6  ","4  ","6  ",,
8e48a0a71514af548c5b431f7d88e866db8f506beb6ab126e9daf1d9ac922b7d,中國文學系碩士班,4年級,,"0  ","10 ",0,全班成績已到鎖定排名,"0  ","10 ",,,成績全到,"0  ","10 ","0  ","10 ",,,1062,"6  ","10 ",87.78,全班成績已到鎖定排名,"6  ","10 ",,,成績全到,"6  ","10 ","6  ","10 ",,
1b3b1d66bbab93e67fea88f1d3eabf52ac7305cc11d969004ffd64ee6e983af5,資訊工程學系,4年級2班,,"38 ","57 ",80.00,全班成績已到鎖定排名,"77 ",117,,,成績全到,"37 ","55 ","72 ",110,,,1062,"34 ","57 ",77.32,全班成績已到鎖定排名,"75 ",117,,,成績全到,"33 ","55 ","71 ",110,,
