學號,系所名稱,年級班別,組別,學期-班一般名次,學期-班一般人數,學期-平均成績,學期-鎖定排名,學期-系一般名次,學期-系一般人數,學期-組一般名次,學期-組一般人數,學期-成績是否全到,學期-班名次,學期-班人數,學期-系名次,學期-系人數,學期-組名次,學期-組人數,學年學期,累計-班一般名次,累計-班一般人數,累計-平均成績,累計-鎖定排名,累計-系一般名次,累計-系一般人數,累計-組一般名次,累計-組一般人數,累計-成績是否全到,累計-班名次,累計-班人數,累計-系名次,累計-系人數,累計-組名次,累計-組人數
fbd20f6582639b524a61f8b19e4cb040b891881abcbccfd8860e6ad3d5be4ef7,化學工程與材料工程學系,4年級,,"28 ","56 ",81.69,全班成績已到鎖定排名,"28 ","56 ",,,成績全到,"27 ","54 ","27 ","54 ",,,1052,"16 ","56 ",79.85,全班成績已到鎖定排名,"16 ","56 ",,,成績全到,"15 ","54 ","15 ","54 ",,
f4f9ab7a0709bd71c1866f6a85eae75fcd5d903b60b173c14f8014e5a406ccdb,化學工程與材料工程學系,4年級,,"5  ","56 ",89.50,全班成績已到鎖定排名,"5  ","56 ",,,成績全到,"5  ","54 ","5  ","54 ",,,1052,"27 ","56 ",75.46,全班成績已到鎖定排名,"27 ","56 ",,,成績全到,"26 ","54 ","26 ","54 ",,
a0bbc09e2d089cc0c0b6d26ef181f864449d3e888b4c7824b070fc4a76a625bc,化學工程與材料工程學系,4年級,,"22 ","56 ",83.38,全班成績已到鎖定排名,"22 ","56 ",,,成績全到,"21 ","54 ","21 ","54 ",,,1052,"14 ","56 ",81.10,全班成績已到鎖定排名,"14 ","56 ",,,成績全到,"13 ","54 ","13 ","54 ",,
e4a1e94c82c76669e020cd2d915d4ea0233944614cfbf8d2864d5ee3cc2f997b,英美語文學系,4年級,,"13 ","62 ",90.60,全班成績已到鎖定排名,"13 ","62 ",,,成績全到,"13 ","61 ","13 ","61 ",,,1052,"15 ","62 ",86.84,全班成績已到鎖定排名,"15 ","62 ",,,成績全到,"15 ","61 ","15 ","61 ",,
ea5720ff6965ec1aa2220c7a8c7a5c8fcb498a020646f494258671fb6de7b603,中國文學系,3年級,,"17 ","43 ",83.68,全班成績已到鎖定排名,"17 ","43 ",,,成績全到,"16 ","41 ","16 ","41 ",,,1052,"24 ","43 ",79.79,全班成績已到鎖定排名,"24 ","43 ",,,成績全到,"22 ","41 ","22 ","41 ",,
8bd352d33d7908faaccdd994adc932229b317db36f7f650bd1b46e1147d2c01f,中國文學系,3年級,,"38 ","43 ",74.16,全班成績已到鎖定排名,"38 ","43 ",,,成績全到,"36 ","41 ","36 ","41 ",,,1052,"43 ","43 ",70.54,全班成績已到鎖定排名,"43 ","43 ",,,成績全到,"41 ","41 ","41 ","41 ",,
11d07ed64f3f5349c72e76ac77f8becef044d53c8e6c1eadf4f607cbba8e9e8b,資訊工程學系,4年級2班,,"12 ","61 ",87.85,全班成績已到鎖定排名,"22 ",120,,,成績全到,"12 ","59 ","22 ",115,,,1052,"8  ","61 ",87.04,全班成績已到鎖定排名,"14 ",120,,,成績全到,"8  ","59 ","14 ",115,,
4f9382a6894626da4cf1bd23d4fd3670bf9e7a056ec4b957175c0291f1535e36,資訊工程學系,4年級2班,,"29 ","61 ",80.00,全班成績已到鎖定排名,"61 ",120,,,成績全到,"29 ","59 ","61 ",115,,,1052,"11 ","61 ",84.16,全班成績已到鎖定排名,"19 ",120,,,成績全到,"11 ","59 ","19 ",115,,
6195d1e684f42769d7e333bed0bf1de4d37cf7afc2ae668e5adaa5a78e20e6e6,地球科學學系,4年級,,"4  ","52 ",91.67,全班成績已到鎖定排名,"4  ","52 ",,,成績全到,"4  ","51 ","4  ","51 ",,,1052,"24 ","52 ",78.68,全班成績已到鎖定排名,"24 ","52 ",,,成績全到,"24 ","51 ","24 ","51 ",,
f299efd309fa50e8a04b97a00a5212ebb2e4d987f6c3bec33331b4ed00f64d12,化學工程與材料工程學系,4年級,,"4  ","56 ",90.50,全班成績已到鎖定排名,"4  ","56 ",,,成績全到,"4  ","54 ","4  ","54 ",,,1052,"24 ","56 ",75.96,全班成績已到鎖定排名,"24 ","56 ",,,成績全到,"23 ","54 ","23 ","54 ",,
40eb8ee22b482fda7dc348363c5069a0419332deab966f9c8b3b432ab5f49c20,英美語文學系,4年級,,"34 ","62 ",84.63,全班成績已到鎖定排名,"34 ","62 ",,,成績全到,"34 ","61 ","34 ","61 ",,,1052,"58 ","62 ",72.38,全班成績已到鎖定排名,"58 ","62 ",,,成績全到,"57 ","61 ","57 ","61 ",,
f95bdc982e9b92135be7c5bd7b6becd877f80ddbff2d6da78f05248900c9804f,中國文學系,4年級,,"26 ","65 ",84.88,全班成績已到鎖定排名,"26 ","65 ",,,成績全到,"24 ","60 ","24 ","60 ",,,1052,"53 ","65 ",72.38,全班成績已到鎖定排名,"53 ","65 ",,,成績全到,"50 ","60 ","50 ","60 ",,
94eb00076e4e20be89d3974bb43556c85220ba90df9a4248ee419affa6dafe7d,化學工程與材料工程學系,4年級,,"15 ","56 ",86.18,全班成績已到鎖定排名,"15 ","56 ",,,成績全到,"14 ","54 ","14 ","54 ",,,1052,"28 ","56 ",75.06,全班成績已到鎖定排名,"28 ","56 ",,,成績全到,"27 ","54 ","27 ","54 ",,
14b29506fd13b468d9587e70ae2e95f820a9609415814dc66e0c4fb4863bfac0,化學工程與材料工程學系,4年級,,"23 ","56 ",82.84,全班成績已到鎖定排名,"23 ","56 ",,,成績全到,"22 ","54 ","22 ","54 ",,,1052,"39 ","56 ",72.89,全班成績已到鎖定排名,"39 ","56 ",,,成績全到,"38 ","54 ","38 ","54 ",,
7bd923c7d19d72483560d3be78f080d95c4d1ea071a71c3780b66ce17f94be7a,英美語文學系,4年級,,"46 ","62 ",78.33,全班成績已到鎖定排名,"46 ","62 ",,,成績全到,"45 ","61 ","45 ","61 ",,,1052,"45 ","62 ",80.47,全班成績已到鎖定排名,"45 ","62 ",,,成績全到,"45 ","61 ","45 ","61 ",,
7b5b2e08e299698f04ea503dda14acfb6f64e73d0ceb874a1e9c6ee0122a6d71,機械工程學系,4年級1班,光機電工程組,"2  ","50 ",90.00,全班成績已到鎖定排名,"3  ",151,"2  ","50 ",成績全到,,,,,,,1052,"12 ","50 ",79.66,全班成績已到鎖定排名,"32 ",151,"12 ","50 ",成績全到,,,,,,
c7baa49239e281a89083cfcfd1c07bcb0634f95ee67489c3ca0d4548b7824a37,通訊工程學系,4年級,,"4  ","53 ",88.71,全班成績已到鎖定排名,"4  ","53 ",,,成績全到,"4  ","49 ","4  ","49 ",,,1052,"22 ","53 ",78.29,全班成績已到鎖定排名,"22 ","53 ",,,成績全到,"22 ","49 ","22 ","49 ",,
4f9aa36d3c72d7ae900f9e21d64c981a18f624ed966d05866fb54877ea14393c,通訊工程學系,4年級,,"2  ","53 ",92.67,全班成績已到鎖定排名,"2  ","53 ",,,成績全到,"2  ","49 ","2  ","49 ",,,1052,"6  ","53 ",86.48,全班成績已到鎖定排名,"6  ","53 ",,,成績全到,"6  ","49 ","6  ","49 ",,
946feb5bcc3aa846b1e595ac89513d17a356fad468cc4ccd8e1243ff2fe97057,機械工程學系碩士在職專班,4年級,,"0  ","10 ",0,全班成績已到鎖定排名,"0  ","10 ",,,成績全到,"0  ","10 ","0  ","10 ",,,1052,"9  ","10 ",81.08,全班成績已到鎖定排名,"9  ","10 ",,,成績全到,"9  ","10 ","9  ","10 ",,
24ff0f9eae18d065f19d847bfea23ea3c88fbd68de0e3eec9cb23a01bd61f37c,土木工程學系,4年級2班,,"31 ","48 ",73.00,全班成績已到鎖定排名,"63 ",101,,,成績全到,"30 ","44 ","60 ","93 ",,,1052,"37 ","48 ",67.79,全班成績已到鎖定排名,"77 ",101,,,成績全到,"36 ","44 ","74 ","93 ",,
5358f66ad1ac3c22f38079cc2f60c1ff3eecd6afc8fda41b5618ca677ec671e0,化學工程與材料工程學系,4年級,,"29 ","56 ",81.60,全班成績已到鎖定排名,"29 ","56 ",,,成績全到,"28 ","54 ","28 ","54 ",,,1052,"23 ","56 ",76.14,全班成績已到鎖定排名,"23 ","56 ",,,成績全到,"22 ","54 ","22 ","54 ",,
347c1d872b059a6aa214f01b3f6a8dc7cad0a262e87d1e284a9c6072b5566e94,英美語文學系,4年級,,"15 ","62 ",90.13,全班成績已到鎖定排名,"15 ","62 ",,,成績全到,"15 ","61 ","15 ","61 ",,,1052,"25 ","62 ",85.70,全班成績已到鎖定排名,"25 ","62 ",,,成績全到,"25 ","61 ","25 ","61 ",,
84d7534679dcf964774bcc5ec926e9cb66d12357263d471898e9c552ad6864de,化學工程與材料工程學系,4年級,,"13 ","56 ",87.50,全班成績已到鎖定排名,"13 ","56 ",,,成績全到,"12 ","54 ","12 ","54 ",,,1052,"18 ","56 ",79.35,全班成績已到鎖定排名,"18 ","56 ",,,成績全到,"17 ","54 ","17 ","54 ",,
9e1f4c629f5354906a8ec3e2d18b67b1f0e9c1313a549cfd605faf9782e32d3b,機械工程學系碩士在職專班,4年級,,"0  ","10 ",0,全班成績已到鎖定排名,"0  ","10 ",,,成績全到,"0  ","10 ","0  ","10 ",,,1052,"10 ","10 ",79.17,全班成績已到鎖定排名,"10 ","10 ",,,成績全到,"10 ","10 ","10 ","10 ",,
c0097823ecc615275e02f4b7f9e2e1cc9f693706e3a86adf1718052a3429e09d,光電科學與工程學系,4年級,,"15 ","42 ",78.09,全班成績已到鎖定排名,"15 ","42 ",,,成績全到,"14 ","37 ","14 ","37 ",,,1052,"19 ","42 ",73.87,全班成績已到鎖定排名,"19 ","42 ",,,成績全到,"16 ","37 ","16 ","37 ",,
3474817008cf1d6e7237f34e07bb45ced5aac54aaddb202fcacfdc5de9d28a2c,光電科學與工程學系,4年級,,"34 ","42 ",68.91,全班成績已到鎖定排名,"34 ","42 ",,,成績全到,"29 ","37 ","29 ","37 ",,,1052,"28 ","42 ",70.46,全班成績已到鎖定排名,"28 ","42 ",,,成績全到,"24 ","37 ","24 ","37 ",,
3b74843bbc8a6fa6eb0265f0dbd5161136c903de82cef15d22fe8f6e9b4932d0,土木工程學系碩士在職專班,4年級,,"0  ","3  ",0,全班成績已到鎖定排名,"0  ","3  ",,,成績全到,"0  ","3  ","0  ","3  ",,,1052,"2  ","3  ",88.42,全班成績已到鎖定排名,"2  ","3  ",,,成績全到,"2  ","3  ","2  ","3  ",,
2ab16718989d628d4222429a55fc9e34b7e019a7ae59516007638963cc83082b,機械工程學系碩士在職專班,2年級,,"13 ","22 ",83.50,全班成績已到鎖定排名,"13 ","22 ",,,成績全到,"13 ","22 ","13 ","22 ",,,1052,"22 ","22 ",75.81,全班成績已到鎖定排名,"22 ","22 ",,,成績全到,"22 ","22 ","22 ","22 ",,
d737286d8668071f2d5f5e6eefba0679a39462b9deee2d1b8e73232ac601dd79,機械工程學系碩士在職專班,4年級,,"0  ","10 ",0,全班成績已到鎖定排名,"0  ","10 ",,,成績全到,"0  ","10 ","0  ","10 ",,,1052,"8  ","10 ",82.03,全班成績已到鎖定排名,"8  ","10 ",,,成績全到,"8  ","10 ","8  ","10 ",,
d69b3af8575781f54790664ff59ddd63f1c0975a65bba76a57ac032117c3c1de,化學學系博士班,2年級,,"1  ","4  ",90.67,全班成績已到鎖定排名,"1  ","4  ",,,成績全到,"1  ","4  ","1  ","4  ",,,1052,"1  ","4  ",88.43,全班成績已到鎖定排名,"1  ","4  ",,,成績全到,"1  ","4  ","1  ","4  ",,
8b8ba965979d51b0cd49cd188f51f66049377f39a7f3d2a4339205deb0707be4,資訊工程學系,4年級2班,,"39 ","61 ",74.50,全班成績已到鎖定排名,"85 ",120,,,成績全到,"38 ","59 ","84 ",115,,,1052,"36 ","61 ",75.35,全班成績已到鎖定排名,"69 ",120,,,成績全到,"36 ","59 ","69 ",115,,
bae748652fcb855ed5bac3271b830db24ae2a3761af7b99801e6c91f31606fab,光電科學與工程學系,4年級,,"10 ","42 ",81.00,全班成績已到鎖定排名,"10 ","42 ",,,成績全到,"9  ","37 ","9  ","37 ",,,1052,"24 ","42 ",72.29,全班成績已到鎖定排名,"24 ","42 ",,,成績全到,"20 ","37 ","20 ","37 ",,
dde874bcfdf92551f32dd2f5bf793fd5cec03f18fb4f72320b9c9a54e2b59a36,光電科學與工程學系,4年級,,"13 ","42 ",80.08,全班成績已到鎖定排名,"13 ","42 ",,,成績全到,"12 ","37 ","12 ","37 ",,,1052,"15 ","42 ",75.72,全班成績已到鎖定排名,"15 ","42 ",,,成績全到,"13 ","37 ","13 ","37 ",,
ab68a25c106f6795c8368beb89984ba131d7670e1a8a527cea847f8b4c5000b8,光電科學與工程學系,4年級,,"4  ","42 ",86.71,全班成績已到鎖定排名,"4  ","42 ",,,成績全到,,,,,,,1052,"1  ","42 ",88.02,全班成績已到鎖定排名,"1  ","42 ",,,成績全到,,,,,,
35e54c1e04664f8b2c7ac860b030b76951739f9f0f792bb23f6fcef61e8f5f10,營建管理研究所碩士在職專班,4年級,,"0  ","7  ",0,全班成績已到鎖定排名,"0  ","7  ",,,成績全到,"0  ","7  ","0  ","7  ",,,1052,"5  ","7  ",85.00,全班成績已到鎖定排名,"5  ","7  ",,,成績全到,"5  ","7  ","5  ","7  ",,
