學號,系所名稱,年級班別,組別,學期-班一般名次,學期-班一般人數,學期-平均成績,學期-鎖定排名,學期-系一般名次,學期-系一般人數,學期-組一般名次,學期-組一般人數,學期-成績是否全到,學期-班名次,學期-班人數,學期-系名次,學期-系人數,學期-組名次,學期-組人數,學年學期,累計-班一般名次,累計-班一般人數,累計-平均成績,累計-鎖定排名,累計-系一般名次,累計-系一般人數,累計-組一般名次,累計-組一般人數,累計-成績是否全到,累計-班名次,累計-班人數,累計-系名次,累計-系人數,累計-組名次,累計-組人數
416f2fc94f5450bae464658dde91087c9c8200cffd4a5e870aaf41e29b0d41ca,機械工程學系碩士在職專班,5年級,,"0  ","9  ",0,全班成績已到鎖定排名,"0  ","9  ",,,成績全到,"0  ","9  ","0  ","9  ",,,1071,"4  ","9  ",87.17,全班成績已到鎖定排名,"4  ","9  ",,,成績全到,"4  ","9  ","4  ","9  ",,
7a27e25d160edcd06ce55ab371f84474873b2f0c2c6a2465e6c15bf6aa38229c,機械工程學系碩士在職專班,4年級,,"0  ","9  ",0,全班成績已到鎖定排名,"0  ","9  ",,,成績全到,"0  ","9  ","0  ","9  ",,,1071,"1  ","9  ",87.19,全班成績已到鎖定排名,"1  ","9  ",,,成績全到,"1  ","9  ","1  ","9  ",,
c36ef19b4afd0b8ff5eaaebe0846fbd54fee6dea1b1d17b6942cb120fba58b8d,機械工程學系碩士在職專班,5年級,,"0  ","9  ",0,全班成績已到鎖定排名,"0  ","9  ",,,成績全到,"0  ","9  ","0  ","9  ",,,1071,"3  ","9  ",88.36,全班成績已到鎖定排名,"3  ","9  ",,,成績全到,"3  ","9  ","3  ","9  ",,
21276ba4bd25a7591c2a9f70389d05562b21e2e88c3dd9d20f1b07e7e6011389,歷史研究所碩士班,4年級,,"0  ","9  ",0,全班成績已到鎖定排名,"0  ","9  ",,,成績全到,"0  ","9  ","0  ","9  ",,,1071,"6  ","9  ",85.25,全班成績已到鎖定排名,"6  ","9  ",,,成績全到,"6  ","9  ","6  ","9  ",,
3735187d40fa0a3c0630193e8ef87f07e8c0e50193d02aefa1d089c36506bf33,通訊工程學系碩士在職專班,4年級,,"0  ","13 ",0,全班成績已到鎖定排名,"0  ","13 ",,,成績全到,"0  ","13 ","0  ","13 ",,,1071,"3  ","13 ",85.94,全班成績已到鎖定排名,"3  ","13 ",,,成績全到,"3  ","13 ","3  ","13 ",,
6419de60420d3779400df92aae6360aeb4a5c057e04712fc28092069a0ea15cc,機械工程學系碩士在職專班,4年級,,"0  ","9  ",0,全班成績已到鎖定排名,"0  ","9  ",,,成績全到,"0  ","9  ","0  ","9  ",,,1071,"2  ","9  ",85.86,全班成績已到鎖定排名,"2  ","9  ",,,成績全到,"2  ","9  ","2  ","9  ",,
d69b3af8575781f54790664ff59ddd63f1c0975a65bba76a57ac032117c3c1de,化學學系博士班,4年級,,"2  ","2  ",0,全班成績已到鎖定排名,"2  ","2  ",,,成績全到,"2  ","2  ","2  ","2  ",,,1071,"1  ","2  ",87.60,全班成績已到鎖定排名,"1  ","2  ",,,成績全到,"1  ","2  ","1  ","2  ",,
b74c37f73ffd3f731d476fd6b46e2b29d4295349908c91313443859c2804e906,哲學研究所碩士在職專班,5年級,,"0  ","6  ",0,全班成績已到鎖定排名,"0  ","6  ",,,成績全到,"0  ","6  ","0  ","6  ",,,1071,"4  ","6  ",86.50,全班成績已到鎖定排名,"4  ","6  ",,,成績全到,"4  ","6  ","4  ","6  ",,
d8adcb57f679213152b000c356ac80ace44b88f7c1e6ba20f3c42f1996ea8c62,資訊工程學系,4年級1班,,"8  ","65 ",90.00,全班成績已到鎖定排名,"17 ",126,,,成績全到,"8  ","60 ","17 ",117,,,1071,"56 ","65 ",66.81,全班成績已到鎖定排名,112,126,,,成績全到,"51 ","60 ",105,117,,
d43122879d940a489033d44a96e7873507bb906199ff2c32337f667d2011ba20,營建管理研究所碩士在職專班,4年級,,"1  ","9  ",50.00,全班成績已到鎖定排名,"1  ","9  ",,,成績全到,"1  ","9  ","1  ","9  ",,,1071,"9  ","9  ",82.00,全班成績已到鎖定排名,"9  ","9  ",,,成績全到,"9  ","9  ","9  ","9  ",,
26257bba0b26e997806c07d238d7a59fea3d7477c15f8f86852e7893039c3d94,哲學研究所碩士在職專班,5年級,,"0  ","6  ",0,全班成績已到鎖定排名,"0  ","6  ",,,成績全到,"0  ","6  ","0  ","6  ",,,1071,"2  ","6  ",87.14,全班成績已到鎖定排名,"2  ","6  ",,,成績全到,"2  ","6  ","2  ","6  ",,
ca72640e356f6da65ffa7573a2d62f84b38e4c3d2ade4357bb6571ad82ecbcf9,光電科學與工程學系,4年級,,"50 ","52 ",53.31,全班成績已到鎖定排名,"50 ","52 ",,,成績全到,"43 ","45 ","43 ","45 ",,,1071,"45 ","52 ",60.31,全班成績已到鎖定排名,"45 ","52 ",,,成績全到,"40 ","45 ","40 ","45 ",,
5004380becbe43d83323c467b2226f2748d8472a8341b2019f9d1f042511aced,企業管理學系博士班,7年級,,"1  ","7  ",99.00,全班成績已到鎖定排名,"1  ","7  ",,,成績全到,"1  ","7  ","1  ","7  ",,,1071,"5  ","7  ",91.93,全班成績已到鎖定排名,"5  ","7  ",,,成績全到,"5  ","7  ","5  ","7  ",,
b5a48d48b240cff9f31b67fabf1a2dd031e21224fb5f3a5675163cbc7bc22fa6,機械工程學系光機電工程博士班,4年級,,"0  ","2  ",0,全班成績已到鎖定排名,"0  ","2  ",,,成績全到,"0  ","2  ","0  ","2  ",,,1071,"2  ","2  ",83.71,全班成績已到鎖定排名,"2  ","2  ",,,成績全到,"2  ","2  ","2  ","2  ",,
622255642100a8b99d856f39b696dd9deb404652aaee04670635990b24958ef7,化學工程與材料工程學系博士班,7年級,,"0  ","1  ",0,全班成績已到鎖定排名,"0  ","1  ",,,成績全到,"0  ","1  ","0  ","1  ",,,1071,"1  ","1  ",81.50,全班成績已到鎖定排名,"1  ","1  ",,,成績全到,"1  ","1  ","1  ","1  ",,
cb8c95099bd489323eb6f4130c5d738a2840952821ddc14447b2fee132d03d14,生命科學系博士班,6年級,,"0  ","6  ",0,全班成績已到鎖定排名,"0  ","6  ",,,成績全到,"0  ","6  ","0  ","6  ",,,1071,"5  ","6  ",83.55,全班成績已到鎖定排名,"5  ","6  ",,,成績全到,"5  ","6  ","5  ","6  ",,
d87f09be3d4cbdb9c1af25f56393b180bfb5adf7457b6496b84dd96f01e9798c,中國文學系,4年級,,"45 ","59 ",74.54,全班成績已到鎖定排名,"45 ","59 ",,,成績全到,,,,,,,1071,"52 ","59 ",71.90,全班成績已到鎖定排名,"52 ","59 ",,,成績全到,,,,,,
33d1008d2a472abb2699a23fc97627f4283b3352fe4ce784778c95fe2298fea9,生醫科學與工程學系系統生物與生物資訊博士班,6年級,,"0  ","3  ",0,全班成績已到鎖定排名,"0  ","3  ",,,成績全到,"0  ","3  ","0  ","3  ",,,1071,"2  ","3  ",89.19,全班成績已到鎖定排名,"2  ","3  ",,,成績全到,"2  ","3  ","2  ","3  ",,
